Sales_ID,Customer_ID,Material Number,Sales Quantity,Sales Value,Sales Org Region,Credit_ID
2a387c0d-8095,9179500,005-APTITRH-01,4,52,CA,69aec039-0c2c
f4669563-ad31,8045208,009-CCB-01,7,4487,WA,31ca0331-2279
bcd4cd56-b69b,7421231,008-CASSETTE-01,1,785,ID,ccf443b1-98cb
7e56bd81-d83e,8962508,016-AEROFLEX-01,15,6060,TN,d106b0cb-b5f1
de8c1edb-58f9,1465299,019-CIDEX-01,7,4634,UT,a5c7effd-1538
9ba892e1-0898,2829422,003-100S-01,11,8624,SC,fc90d3ca-3dd6
1edc3245-4e25,9435459,007-TYVEK-01,13,5603,NM,d801c338-ba24
36746344-5b5c,2455236,016-AEROFLEX-01,16,6464,NH,c0a3786e-664a
670029ce-7efb,9562499,009-CCB-01,3,1923,MT,5871a1ed-3571
982dad22-42b1,524931,008-CASSETTE-01,4,3140,CT,5de6083c-2ccb
9fa47c39-9220,5505504,020-CIDEX-TS-01,17,272,NE,fdc3dcaf-9d09
4b3c0415-6b84,8512991,014-VERISURE-BD,9,7146,SD,c7aa940a-a881
afe70eeb-4942,8615335,011-BIOTRACE-PRO,5,3720,NM,f4d7de43-60cd
c436e0b1-514e,6472736,019-CIDEX-01,16,10592,NM,52c016bf-dd60
585e1ff1-1e9d,684492,012-BIOTRACE-MINI,7,952,AK,aa86d0f3-7386
e0112919-67a9,3998769,016-AEROFLEX-01,13,5252,KS,cebe0a05-14ef
294d97f3-3dc6,63561,014-VERISURE-BD,7,5558,DC,e53ac3ac-f9ea
c6ff025b-b9d4,404296,013-SEALSURE-01,14,2072,MO,c5678fc5-0fbc
39cff8d3-ecfd,6637989,004-APTITR-01,14,6006,WY,d4899d4e-d258
1142ab50-5067,3254311,005-APTITRH-01,18,234,IN,3626a77e-f3d8
1d0dee84-e767,2100077,018-ENZOL-01,2,1900,HI,d5ee749e-1811
32ef3752-d4ff,6172994,006-TRAYMAT-01,11,9801,AZ,63b82430-ff1f
1b68a7ba-0b8d,2930895,014-VERISURE-BD,5,3970,NE,c425cc3c-98f9
5dac45c3-026d,4312533,020-CIDEX-TS-01,6,96,KS,45cbff07-f293
56c57801-68ef,6947435,013-SEALSURE-01,3,444,MO,ae3869ed-1330
16efde1b-6ca6,7432517,010-VELOCITY-01,11,2684,NC,8c2b2fb6-60af
f9b0d3c4-e696,2452916,018-ENZOL-01,7,6650,NJ,2fc81df3-5fb7
a3dd7863-319d,7903106,001-100NX-01,15,12270,MT,2947103a-b406
c616b6f8-34a1,4393459,001-100NX-01,7,5726,WA,4bd43502-24eb
2e146286-ac25,4097745,003-100S-01,16,12544,CO,424bab33-d39a
99cefae6-537d,7966351,011-BIOTRACE-PRO,4,2976,MA,d89401f0-b34e
ced2627a-a6c7,835179,006-TRAYMAT-01,19,16929,CO,1823b5fa-c937
b3fdebe5-5435,9253724,020-CIDEX-TS-01,6,96,UT,0695cf2f-aa8d
b0e1abee-0389,2119860,014-VERISURE-BD,8,6352,NE,9e0190d7-9e02
a5a2d07c-748a,1756394,021-CIDEZYME-01,12,1260,UT,628a528d-8f6d
bb8f6dc1-1431,5815723,013-SEALSURE-01,14,2072,AL,c4bd6db4-cdb6
e1c0d511-0d7f,7008711,008-CASSETTE-01,8,6280,MT,fc7932e4-a8c5
a061f96c-aa7d,922670,005-APTITRH-01,19,247,PA,cb8a0434-beb2
6619edb6-95ef,1837890,007-TYVEK-01,3,1293,UT,ac967265-f9e5
9e178b5f-05b4,2547436,016-AEROFLEX-01,18,7272,MI,c63de50e-8b41
793feedd-ea48,7178662,001-100NX-01,8,6544,AZ,868e560d-6553
4b55f390-d6d3,5892259,001-100NX-01,5,4090,CA,5536242d-9967
1aa40cff-44af,2404035,008-CASSETTE-01,2,1570,SC,140b0ee6-3254
3a17444e-56a9,2191742,001-100NX-01,14,11452,GA,68424b7e-f118
dc57129b-c471,5073718,009-CCB-01,9,5769,IA,becf9ac5-97df
835d83ca-c003,9726464,007-TYVEK-01,11,4741,NC,4a7d84e6-6d23
a1786b90-c0ce,2498308,003-100S-01,18,14112,UT,d397592f-9ab1
6334f57a-1da9,8952433,008-CASSETTE-01,7,5495,AR,acdd2767-1953
ac6f1bc7-d7da,1617893,009-CCB-01,16,10256,CT,40d5e683-af73
97baea43-97bf,1852986,005-APTITRH-01,15,195,NH,da1ac6e5-c721
6e5b8282-d5c5,5552646,013-SEALSURE-01,13,1924,HI,f3e21a06-a863
a7f000e4-7aca,9842009,006-TRAYMAT-01,5,4455,WA,d43b34dc-53fd
b8e8b07a-bc99,3919628,017-EVOTECH-01,19,17518,VA,10034924-9c8b
7db4988f-da19,8117737,019-CIDEX-01,19,12578,AK,911d4d55-25db
fb720882-495c,7111051,016-AEROFLEX-01,9,3636,NM,41cd7e4d-058f
5d5919b4-6ebf,8817030,007-TYVEK-01,6,2586,RI,facb28da-8612
656963b6-1f85,9010871,004-APTITR-01,6,2574,SD,a8edb716-6e2e
0ef959b1-2dfb,7388715,015-VERISURE-MI,2,1028,ND,bd06943c-222e
92f5bcc2-75f9,9300980,007-TYVEK-01,16,6896,OK,493b45c5-f364
403d8f03-2f83,8152182,021-CIDEZYME-01,8,840,SC,bd4c8195-533d
202c2e20-d24a,3394186,020-CIDEX-TS-01,11,176,AK,fd7ef2ea-b693
b09983b1-b173,1175838,009-CCB-01,7,4487,NV,35d90c9e-0ca4
2cad9bdd-a7c1,3153025,001-100NX-01,4,3272,WI,2dc32e48-e389
e787fcda-9eda,8242445,005-APTITRH-01,11,143,MN,29598130-31a3
3850b036-d63e,8616207,016-AEROFLEX-01,2,808,MS,ad7c59b8-c9f3
f128a122-623c,8962508,002-NX-01,12,7260,GA,d106b0cb-b5f1
7a373549-b42b,6740361,010-VELOCITY-01,12,2928,MS,0988740e-b9fc
34572068-57fc,9996607,016-AEROFLEX-01,6,2424,WI,686919bc-ac6c
7dafc495-f55d,6236072,003-100S-01,19,14896,LA,95b78b14-b842
703bc06d-2350,3925573,019-CIDEX-01,10,6620,MD,f5ebbf4f-6c18
21b6e586-0e9f,1686423,004-APTITR-01,11,4719,NJ,784aaeb5-ee90
48d95a87-9541,4163462,006-TRAYMAT-01,18,16038,LA,68bd7532-aa9a
25a36782-e58d,2770067,001-100NX-01,5,4090,FL,328c82d7-c40e
88a4e622-b49a,2620318,020-CIDEX-TS-01,3,48,AR,ae32908f-1ed6
8a391856-8e63,4106724,006-TRAYMAT-01,7,6237,FL,c1d5da7a-8ca0
ff991557-083c,2299803,009-CCB-01,15,9615,KS,6447500b-2d2c
5076248c-c351,1886249,006-TRAYMAT-01,10,8910,IA,101ead88-2c78
c3e80a11-c637,4156553,012-BIOTRACE-MINI,16,2176,IN,f68a622f-95e9
8b7f27a2-6b9e,8031572,011-BIOTRACE-PRO,7,5208,MD,a2fa3ac5-20d8
e49d3ab8-e783,2767285,004-APTITR-01,6,2574,KS,c4465b62-c707
442eb4e1-b96a,4804808,014-VERISURE-BD,11,8734,NM,7a78c0ce-61cf
e046b925-4184,2460188,012-BIOTRACE-MINI,14,1904,AK,ea407b46-8439
7178e08e-9e30,8549565,001-100NX-01,18,14724,AR,094815bd-aa4f
b2842d58-f0ce,9411156,001-100NX-01,16,13088,DC,24e782c6-1261
8075ce84-db0c,883133,016-AEROFLEX-01,8,3232,VA,d806b2b6-0bd3
9c3e2a25-b3cc,3407679,011-BIOTRACE-PRO,18,13392,DE,30654681-80e5
fa95a968-3bc7,8512991,011-BIOTRACE-PRO,4,2976,NE,c7aa940a-a881
b92d92e8-1728,674297,002-NX-01,4,2420,KY,25d9102f-a18b
ce41ff9b-8611,7945550,010-VELOCITY-01,10,2440,WV,406f9253-2265
33c82621-ea1e,7413536,007-TYVEK-01,12,5172,VT,2388bbfa-e9b6
75abf0d3-ebc3,7522860,002-NX-01,12,7260,KS,91d13499-837e
772b33b2-85ea,7299090,012-BIOTRACE-MINI,8,1088,NC,ca6783f6-8fd3
fab97873-b6cc,5892259,018-ENZOL-01,17,16150,WV,5536242d-9967
f48f5d34-2916,3562000,006-TRAYMAT-01,14,12474,NM,6a6afb21-73e9
6fe4031b-6724,9149797,005-APTITRH-01,14,182,MD,9bb89cbb-584f
102fa8c6-41bc,3785991,020-CIDEX-TS-01,19,304,AR,c184fbca-cc15
e27294f6-79f3,4662625,004-APTITR-01,3,1287,WA,8edf52a2-bfd1
b3507dac-d406,7604090,001-100NX-01,5,4090,TX,9575094d-96ac
4f46d2e1-9234,6897475,001-100NX-01,19,15542,CO,3c45cb97-9318
1ac1f413-d1cc,6255516,009-CCB-01,3,1923,KY,0dd65233-239d
d0a6ec3a-ff58,9750830,012-BIOTRACE-MINI,3,408,NV,d7577597-328d
0f9fc253-7476,7756306,006-TRAYMAT-01,19,16929,DE,f237fc0c-1f19
5224520c-64d3,9816085,017-EVOTECH-01,9,8298,KS,99c4c83c-4067
7d81ac22-346c,7410652,019-CIDEX-01,8,5296,MI,af3570f1-9828
b09a5e10-baf7,1154068,007-TYVEK-01,2,862,SC,0dae02e1-c347
1d737e8f-0752,4915734,007-TYVEK-01,7,3017,AL,7ff9435e-3d55
95764b02-211c,2620318,018-ENZOL-01,11,10450,KS,ae32908f-1ed6
d078e24b-7d23,9998140,005-APTITRH-01,2,26,AR,aea1ab50-7532
38f33639-6806,1239778,003-100S-01,15,11760,MD,86e599f9-72d6
a5991616-d3bb,2455236,018-ENZOL-01,6,5700,SC,c0a3786e-664a
32badf7a-0e6d,5857056,004-APTITR-01,11,4719,FL,9c9ba36a-073e
4f7c1d32-1f26,8620728,014-VERISURE-BD,20,15880,NV,59449bde-b159
608c81ce-b892,6361981,013-SEALSURE-01,15,2220,PA,69c1d736-bd38
c795781d-45cb,9833313,003-100S-01,10,7840,VA,be653413-aea6
35a7f4f1-7ba9,3927392,004-APTITR-01,3,1287,OK,6b2e2cb7-7bf6
362fd207-5d7a,2768009,008-CASSETTE-01,6,4710,OR,4fcea17b-1ec9
9a9d5e83-014e,3835723,018-ENZOL-01,10,9500,MT,02864550-a5f9
6b1788be-2dba,3536661,021-CIDEZYME-01,8,840,NH,18559fde-ce13
3c0e7a37-9b0a,3420153,002-NX-01,11,6655,MI,1c24af06-68b1
81925aa0-e2b0,4393459,011-BIOTRACE-PRO,4,2976,DC,4bd43502-24eb
cfc3c7a4-c3cd,3919628,016-AEROFLEX-01,5,2020,NC,10034924-9c8b
05402801-1187,3418456,004-APTITR-01,17,7293,NV,5cf922f7-0cb4
d227bed6-9f96,4854362,010-VELOCITY-01,1,244,NH,d538d700-1bc3
333064dc-37c6,2871607,016-AEROFLEX-01,11,4444,MT,c15a3124-8a81
a81553eb-e6d9,2729356,013-SEALSURE-01,3,444,FL,651c19a7-6387
6851f304-7611,8909505,008-CASSETTE-01,5,3925,IL,71c89583-6e94
eeaf3309-2d95,4678553,003-100S-01,16,12544,DE,6e81381b-c52e
87d1649c-5a8b,883133,009-CCB-01,19,12179,CA,d806b2b6-0bd3
5657984c-b237,3142385,016-AEROFLEX-01,16,6464,WV,6bc25e0c-b1e4
c5fb7684-e130,9574122,006-TRAYMAT-01,4,3564,TN,ecc23a8d-1971
bd976dc1-6055,1386348,021-CIDEZYME-01,1,105,AL,989b5158-2ea9
6c8d40fc-0ac9,534844,012-BIOTRACE-MINI,5,680,IL,c528449f-fd0f
ce099439-b6e0,8160678,006-TRAYMAT-01,17,15147,CO,9289be1e-9773
c30765cb-a925,9615022,008-CASSETTE-01,17,13345,CA,eccc5f22-74a5
f317ee66-1824,1556926,019-CIDEX-01,3,1986,MN,7d2303d1-921c
7545020f-f9b8,2514371,004-APTITR-01,19,8151,NJ,7a710a5e-1fac
95ae2e16-23bb,5458884,007-TYVEK-01,19,8189,ND,68809183-ef97
9fc9036b-e3f4,3364890,001-100NX-01,18,14724,DC,c08c2cdc-fc28
41ed9cbf-9a63,5886720,006-TRAYMAT-01,11,9801,DE,a9ef6dc6-00c6
91185904-4f3e,8952433,010-VELOCITY-01,15,3660,OK,acdd2767-1953
8063093c-178a,8852260,010-VELOCITY-01,13,3172,TX,0f459313-3c96
8a68d141-58f5,388930,002-NX-01,3,1815,NY,bc7d163b-f611
7ff7d1b9-97fb,5239723,001-100NX-01,3,2454,NC,c34981e5-53eb
619c8b24-3cad,9655134,014-VERISURE-BD,5,3970,NY,83b08197-c6d1
1e75fb4e-71b9,3338521,007-TYVEK-01,3,1293,SD,8b1e827e-e555
eeffb859-9454,534844,017-EVOTECH-01,16,14752,NC,c528449f-fd0f
c36d1ed8-6c54,9449820,017-EVOTECH-01,5,4610,TX,a37d4872-c3f8
ee6ce880-38c4,8987187,012-BIOTRACE-MINI,3,408,SC,2deb89a7-719f
931c935b-8437,4461620,020-CIDEX-TS-01,11,176,VT,2b75e204-9030
0257d3cb-8b39,8966750,020-CIDEX-TS-01,16,256,LA,741fb3d0-f2e8
555c4264-c354,7613293,013-SEALSURE-01,2,296,OR,8aa299f4-86e5
b48a7f35-e3dc,2567448,017-EVOTECH-01,12,11064,VA,ad24883f-ce65
c28e3269-bc22,7416958,014-VERISURE-BD,5,3970,IN,03671cc2-7f55
f39a2086-aca9,6467408,014-VERISURE-BD,14,11116,NJ,32bdff8a-ce09
c6d33486-1bc6,2946661,021-CIDEZYME-01,15,1575,HI,6a6675f8-9bee
43da558e-ba7b,929710,011-BIOTRACE-PRO,20,14880,SD,962bb1b7-4c27
02972246-03ad,86897,004-APTITR-01,3,1287,NE,95fb3f63-49a3
a38010a6-3b73,7966351,005-APTITRH-01,16,208,TN,d89401f0-b34e
4a70abe8-5295,6575466,003-100S-01,11,8624,VA,9ca05c29-3f4c
0cc0441a-0c3d,7399886,020-CIDEX-TS-01,3,48,DC,9bfc51c5-e821
d7e93545-4b5e,2366842,016-AEROFLEX-01,3,1212,IN,ee38a98e-ec1b
10ccd4cd-0ea9,7013546,018-ENZOL-01,12,11400,MS,ad175654-5a56
5d6a7746-7369,6895039,007-TYVEK-01,18,7758,MT,16b75939-4cb4
a2fa3558-dd72,851865,009-CCB-01,2,1282,MI,c7611332-a33c
88d7303f-e8b1,7198845,010-VELOCITY-01,5,1220,ND,aecf9663-5e28
27d19404-55df,3471039,008-CASSETTE-01,1,785,ID,a85dca91-4441
7fb5c1e9-0665,6485612,002-NX-01,4,2420,KY,144c9b62-7852
a109232a-f3c7,9165998,019-CIDEX-01,9,5958,NJ,f0bf403d-296d
6aad3f31-19dc,7288084,014-VERISURE-BD,14,11116,IL,90fced20-01af
85b0a2a5-da85,4353542,019-CIDEX-01,15,9930,KS,e8167a94-d61c
6ebc9bda-7dd6,7399886,018-ENZOL-01,20,19000,MD,9bfc51c5-e821
9de116b2-1e25,1035017,017-EVOTECH-01,1,922,NJ,9643fbe9-6b24
6c47708e-7e04,1746221,018-ENZOL-01,4,3800,NJ,4a4ee0d7-56b2
9ed386fe-5a53,7236989,009-CCB-01,3,1923,TN,bde0c1b7-ab56
3f4d3ca2-2878,1023297,014-VERISURE-BD,3,2382,IL,c1f8bdf9-f58c
7f349fe1-4d05,1697985,009-CCB-01,6,3846,VT,39d8d2ab-3b35
33974513-d3d8,6664799,007-TYVEK-01,11,4741,LA,026cc264-1e72
40d1d854-f11e,5989826,006-TRAYMAT-01,13,11583,MA,3d870466-2dc4
305c2685-024b,9187241,012-BIOTRACE-MINI,9,1224,RI,d06e5846-7673
5394e661-0446,1623435,002-NX-01,5,3025,HI,5316a98b-07d6
e9fef021-daeb,2302932,001-100NX-01,9,7362,AZ,aff05d2d-779d
67d59c6b-6b77,7277970,007-TYVEK-01,2,862,GA,2e7d80f4-2821
5457b0e6-fa83,5930543,011-BIOTRACE-PRO,10,7440,NE,cae003b3-9a67
2d3328c8-e86c,791123,005-APTITRH-01,12,156,NH,3e990607-aa3c
f53d39f0-32f0,1343655,014-VERISURE-BD,5,3970,LA,fd64922c-b5b0
4e221280-bd1f,5172960,001-100NX-01,18,14724,MD,14edf6dc-f782
514ac7fd-1f83,2870208,010-VELOCITY-01,4,976,SD,e6680a37-6b85
4d47ef04-2517,6416757,004-APTITR-01,10,4290,AK,e2b3095f-36e4
12e2885a-eb90,1692492,010-VELOCITY-01,6,1464,MA,549b816c-2fe7
76f00c50-bc2c,9194106,017-EVOTECH-01,20,18440,LA,033ce966-4107
4f50dbaa-52f6,1369531,017-EVOTECH-01,14,12908,PA,e0eeb383-20eb
25373427-db00,6193336,006-TRAYMAT-01,15,13365,VT,4c097148-90d2
6fd725c9-5810,3357143,008-CASSETTE-01,6,4710,AZ,54095441-b9ec
55594845-d53c,4156553,012-BIOTRACE-MINI,14,1904,NM,f68a622f-95e9
4cbab620-f4f1,1747208,010-VELOCITY-01,5,1220,HI,807c1584-0e4f
5740cc41-9930,6588159,009-CCB-01,12,7692,MD,5cc33c12-101d
32a104d1-d8dc,8694418,010-VELOCITY-01,10,2440,IA,c28adefd-5e5f
f1159ed2-84e0,8152182,001-100NX-01,8,6544,TN,bd4c8195-533d
00240916-37e2,3920783,013-SEALSURE-01,11,1628,NE,25bbff0e-a1ab
0984aa17-d191,9866399,007-TYVEK-01,11,4741,ME,8e8e2b8b-214d
4aebb4d4-e346,7008711,014-VERISURE-BD,14,11116,AK,fc7932e4-a8c5
b1f11008-27e6,5073718,018-ENZOL-01,9,8550,RI,becf9ac5-97df
a37a18b4-012a,6215896,017-EVOTECH-01,4,3688,ME,e06108a8-433d
a5802c97-e437,4065930,013-SEALSURE-01,16,2368,MA,f76ffd3e-c496
ac9bf700-feee,1924191,001-100NX-01,1,818,NE,7a192974-1314
488c510a-02c5,9187241,015-VERISURE-MI,20,10280,KY,d06e5846-7673
b89094b0-86dd,743084,015-VERISURE-MI,8,4112,NV,155a9c63-b115
e711bda1-b8a2,4372753,019-CIDEX-01,12,7944,RI,b59f0550-808a
bb375c3f-31dc,5494075,003-100S-01,3,2352,MA,d948646c-1016
2c4c9d41-bd93,2466403,009-CCB-01,10,6410,NM,f448000e-52c1
b0aa019f-2571,7221421,004-APTITR-01,3,1287,DC,dbd0751f-3ebd
a3c7b72f-9b9a,1820524,021-CIDEZYME-01,13,1365,NE,0b66c28f-9917
2841f77f-1dda,6072532,020-CIDEX-TS-01,3,48,MS,b49d7d5d-7719
19d0a6d7-fb3f,453662,012-BIOTRACE-MINI,13,1768,WY,5526f016-f47c
1e19b293-0f12,6897475,005-APTITRH-01,12,156,NY,3c45cb97-9318
2d0a6f59-b5da,2206768,014-VERISURE-BD,1,794,IL,6dbd27ad-2cb2
3747faad-2e19,7949612,006-TRAYMAT-01,6,5346,VT,6b4c7620-08b3
12b37c5e-0c75,1142075,011-BIOTRACE-PRO,8,5952,CO,6d903906-f79f
b3a15c86-6150,2674777,002-NX-01,11,6655,UT,49efb71a-66eb
1d9e4e0c-64da,773376,002-NX-01,18,10890,GA,5a89ebd2-6fe2
917466ee-63b8,2674777,011-BIOTRACE-PRO,8,5952,MA,49efb71a-66eb
cf80bdb2-e0f6,1018125,002-NX-01,16,9680,NC,bb4fa9d0-0c2e
ebbea641-ae79,2658528,017-EVOTECH-01,15,13830,LA,36c0d542-60b4
b05e0287-6a9e,1894340,003-100S-01,4,3136,OR,9d18c131-7420
269e438b-b219,9771544,019-CIDEX-01,10,6620,ID,0b1f8ebe-6c0d
5e7d431f-0d52,3919628,013-SEALSURE-01,14,2072,CA,10034924-9c8b
0425c60d-082e,8846765,020-CIDEX-TS-01,8,128,IL,3fce1290-8b6a
5543430f-5de6,388930,010-VELOCITY-01,4,976,FL,bc7d163b-f611
5e0a2ec8-c9da,2515896,005-APTITRH-01,19,247,UT,890ad142-f248
99958d64-46e2,7470314,012-BIOTRACE-MINI,18,2448,IN,028af7da-d954
34ad8112-09f1,2359629,010-VELOCITY-01,2,488,NV,e8bfbdb4-6cf3
72c03d1e-2138,3394186,014-VERISURE-BD,13,10322,VA,fd7ef2ea-b693
d649f5c1-6034,2212584,017-EVOTECH-01,14,12908,SD,9a4551c3-06f4
8c2b368f-9001,1457474,002-NX-01,6,3630,VT,632d287b-fd80
c1a6e4d6-7bfb,1718906,019-CIDEX-01,14,9268,GA,21bd326e-9a41
135015ed-b67f,5772252,004-APTITR-01,15,6435,NY,650bb1e8-e88b
f9b5affe-bfc4,9850821,015-VERISURE-MI,19,9766,IA,83a0ac4a-8411
38de4028-52ef,9201437,021-CIDEZYME-01,4,420,MI,958b3026-253d
07a70b7e-72f0,9618998,010-VELOCITY-01,16,3904,NC,7e7918d2-872e
223fdeff-b131,6354037,004-APTITR-01,5,2145,OK,72b2d6ef-35a6
9b83d917-b617,5411336,002-NX-01,6,3630,KY,1586db54-221e
8cfd0d65-647f,1747208,019-CIDEX-01,3,1986,WY,807c1584-0e4f
9d8b3e9f-8969,7657384,006-TRAYMAT-01,9,8019,MA,5f297ae5-1e65
2886e51f-2d01,3364890,021-CIDEZYME-01,2,210,MD,c08c2cdc-fc28
f3244aa8-909a,9850821,007-TYVEK-01,15,6465,LA,83a0ac4a-8411
148e3a19-8a68,1782363,014-VERISURE-BD,9,7146,OH,6d85a1fc-b6e7
2c3fcb7f-d824,7808329,009-CCB-01,11,7051,UT,2900675e-84c7
f7f36ab9-4cdc,7402507,005-APTITRH-01,15,195,ND,d3581663-cd05
fbcb58fa-9556,5726702,016-AEROFLEX-01,6,2424,RI,8757a34f-0e8c
0629337e-b6c2,1685601,002-NX-01,13,7865,CO,680f70f8-1895
8da1574f-1446,8230905,009-CCB-01,18,11538,TX,ea8ec3cf-ffe9
3c5eda15-29b1,3420513,012-BIOTRACE-MINI,5,680,NH,738e882a-b430
37bd6431-f093,2740576,020-CIDEX-TS-01,9,144,OR,5a1c7c2c-00f2
